ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
NLY,"Annaly Capital Management, Inc.",NYSE,common_stock,False,1997-10-08,Real Estate,REIT - Mortgage,US,732776000.0,1.246,16183357960.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,22.01,2026-06-11,16128399760.000002,158258768.079375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,"Mid-America Apartment Communities, Inc.",NYSE,common_stock,False,1994-01-28,Real Estate,REIT - Residential,US,116384801.99855179,0.744,16328787720.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,138.1,2026-06-11,16072741156.000002,125467981.6165625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUI,"Sun Communities, Inc.",NYSE,common_stock,False,1993-12-09,Real Estate,REIT - Residential,US,123230756.99642432,0.793,15370572320.61,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,125.85,2026-06-11,15508590768.0,112279097.1959375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPN,Global Payments Inc.,NYSE,common_stock,False,2001-01-16,Financial Services,Financial - Credit Services,US,236695113.99755502,0.767,14786343772.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,65.44,2026-06-11,15489328260.0,252639330.8634375,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWL,Blue Owl Capital Inc.,NYSE,common_stock,False,2020-12-14,Financial Services,Asset Management,US,1563213256.9958847,1.183,15194432858.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.72,2026-06-11,15194432858.0,280398640.59749997,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNM,Unum Group,NYSE,common_stock,False,1986-11-06,Financial Services,Insurance - Life,US,159776235.0016356,0.246,14488508989.800001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,91.71,2026-06-11,14653078512.0,125806061.968125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOC,"Healthpeak Properties, Inc.",NYSE,common_stock,False,1985-05-23,Real Estate,REIT - Healthcare Facilities,US,689420000.0,1.029,14133110000.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.5,2026-06-11,14133110000.0,147451916.3465625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVR,Evercore Inc.,NYSE,common_stock,False,2006-08-14,Financial Services,Financial - Capital Markets,US,38682500.0,1.492,13182222349.999998,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,355.1,2026-06-11,13736155750.0,178687601.950625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGA,"Reinsurance Group of America, Incorporated",NYSE,common_stock,False,2008-09-12,Financial Services,Insurance - Reinsurance,US,65513162.998350956,0.48,13507503947.34,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,206.18,2026-06-11,13507503947.0,69200185.1690625,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHI,"Omega Healthcare Investors, Inc.",NYSE,common_stock,False,1992-08-07,Real Estate,REIT - Healthcare Facilities,US,297802000.0,0.576,13657199720.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,45.28,2026-06-11,13484474560.0,101385041.62875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLY,Ally Financial Inc.,NYSE,common_stock,False,2014-01-28,Financial Services,Financial - Credit Services,US,306523061.9912623,1.094,13330687966.380001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,43.49,2026-06-11,13330687965.999998,149546144.3109375,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG,"Everest Re Group, Ltd.",NYSE,common_stock,False,1995-10-03,Financial Services,Insurance - Reinsurance,US,39571602.00148699,0.305,13425061694.52,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,336.25,2026-06-11,13305951173.0,126271241.6575,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRBG,"Corebridge Financial, Inc.",NYSE,common_stock,False,2022-09-16,Financial Services,Asset Management,US,456733120.0,1.069,12879873984.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.2,2026-06-11,12879873984.0,157639415.4775,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,Globe Life Inc.,NYSE,common_stock,False,1980-10-01,Financial Services,Insurance - Life,US,77644800.0,0.499,12819156480.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,165.1,2026-06-11,12819156480.0,85723378.0253125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNF,"Fidelity National Financial, Inc.",NYSE,common_stock,False,2005-10-14,Financial Services,Insurance - Specialty,US,269157539.9915984,1.017,12811898904.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,47.61,2026-06-11,12814590479.000002,91833024.075,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ,"Assurant, Inc.",NYSE,common_stock,False,2004-02-05,Financial Services,Insurance - Specialty,US,49547637.00193424,0.569,12435961410.630001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,258.5,2026-06-11,12808064165.0,94140013.761875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNR,RenaissanceRe Holdings Ltd.,NYSE,common_stock,False,1995-07-27,Financial Services,Insurance - Reinsurance,US,42633040.9994969,0.192,12609148206.16,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,298.15,2026-06-11,12711041174.0,106026398.8490625,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR,"UDR, Inc.",NYSE,common_stock,False,1980-03-17,Real Estate,REIT - Residential,US,324916000.0,0.712,12743205520.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,39.11,2026-06-11,12707464760.0,148335200.84625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ,Invesco Ltd.,NYSE,common_stock,False,1995-08-25,Financial Services,Asset Management,US,443296628.98550725,1.589,12226121027.82,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,28.29,2026-06-11,12540861634.0,144695595.115,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELS,"Equity LifeStyle Properties, Inc.",NYSE,common_stock,False,1993-02-25,Real Estate,REIT - Residential,US,193937553.00281516,0.684,12400367138.82,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,63.94,2026-06-11,12400367139.0,91291092.516875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQH,"Equitable Holdings, Inc.",NYSE,common_stock,False,2018-05-10,Financial Services,Insurance - Diversified,US,281519390.00229305,1.108,12277060597.9,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,43.61,2026-06-11,12277060598.0,174233716.9009375,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,Jefferies Financial Group Inc.,NYSE,common_stock,False,1980-03-17,Financial Services,Financial - Capital Markets,US,204432307.00402144,1.5338784,11836630575.3,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,59.66,2026-06-11,12196431435.859919,107641552.6121875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA,CNA Financial Corporation,NYSE,common_stock,False,1969-02-03,Financial Services,Insurance - Property & Casualty,US,270531424.99442583,0.323,12133334411.25,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,44.85,2026-06-11,12133334410.999998,21905903.3778125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMH,American Homes 4 Rent,NYSE,common_stock,False,2013-08-01,Real Estate,REIT - Residential,US,359961000.0,0.82,11957904420.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,33.0,2026-06-11,11878713000.0,91734509.5821875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHN,First Horizon Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,474618000.0,0.623,11732556960.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.99,2026-06-11,11860703820.0,108710471.996875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBS,Webster Financial Corporation,NYSE,common_stock,False,1986-12-12,Financial Services,Banks - Regional,US,162026498.00546446,1.007,11638363351.34,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,73.2,2026-06-11,11860339654.0,233080261.9565625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,"Virtu Financial, Inc.",NYSE,common_stock,False,2015-04-16,Financial Services,Financial - Capital Markets,US,211573440.00721502,0.615,11752904592.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,55.44,2026-06-11,11729631514.0,62528089.7046875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT,Camden Property Trust,NYSE,common_stock,False,1993-07-22,Real Estate,REIT - Residential,US,100520000.0,0.814,11503508800.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,114.44,2026-06-11,11503508800.0,127899249.17125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,"American Financial Group, Inc.",NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Property & Casualty,US,83086100.0,0.629,11002261361.999998,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,132.4,2026-06-11,11000599640.0,71456463.6753125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF,Stifel Financial Corp.,NYSE,common_stock,False,1983-07-19,Financial Services,Financial - Capital Markets,US,153401769.00560224,1.012,10927575014.715,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.4,2026-06-11,10952886307.0,103612667.0340625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGP,"EastGroup Properties, Inc.",NYSE,common_stock,False,1983-10-21,Real Estate,REIT - Industrial,US,53755200.0,1.051,10894028832.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,202.66,2026-06-11,10894028832.0,71073897.5975,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT,Federal Realty Investment Trust,NYSE,common_stock,False,1973-05-03,Real Estate,REIT - Retail,US,86389197.00128287,0.94,10750271674.68,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,124.72,2026-06-11,10774460650.0,108714896.0359375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXP,"BXP, Inc.",NYSE,common_stock,False,1997-06-18,Real Estate,REIT - Office,US,159477000.0,1.062,10442553960.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,66.23,2026-06-11,10562161710.0,103502125.250625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRX,Brixmor Property Group Inc.,NYSE,common_stock,False,2013-10-30,Real Estate,REIT - Retail,US,306836616.9981355,0.972,9766609519.109999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,32.18,2026-06-11,9874002335.0,75818113.4890625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,SouthState Corporation,NYSE,common_stock,False,1997-01-28,Financial Services,Banks - Regional,US,97668043.0051282,0.707,9342924993.38,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,97.5,2026-06-11,9522634193.0,77053318.1715625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBE,CubeSmart,NYSE,common_stock,False,2004-10-22,Real Estate,REIT - Industrial,US,227608348.0105465,1.085,9495820278.56,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,41.72,2026-06-11,9495820279.0,90938539.089375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLI,"Houlihan Lokey, Inc.",NYSE,common_stock,False,2015-08-13,Financial Services,Financial - Capital Markets,US,69059385.00221206,0.953,9389313984.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,135.62,2026-06-11,9365833794.0,98455052.5015625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORI,Old Republic International Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Diversified,US,243554043.99371892,0.646,9225827186.720001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.21,2026-06-11,9306200021.0,65552095.927187495,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,"Alexandria Real Estate Equities, Inc.",NYSE,common_stock,False,1997-05-28,Real Estate,REIT - Office,US,174269000.0,1.202,9227543550.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,52.77,2026-06-11,9196175130.0,107105289.861875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFR,"Cullen/Frost Bankers, Inc.",NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,62797047.99808363,0.552,9175276683.28,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,146.11,2026-06-11,9175276683.0,77080160.9471875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMG,"Affiliated Managers Group, Inc.",NYSE,common_stock,False,1997-11-21,Financial Services,Asset Management,US,26412100.0,1.142,9036107652.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,344.33,2026-06-11,9094478393.0,100509825.4871875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Western Alliance Bancorporation,NYSE,common_stock,False,2005-07-01,Financial Services,Banks - Regional,US,109185000.00000001,1.34,8988109200.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,82.32,2026-06-11,8988109200.0,83407510.3465625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADC,Agree Realty Corporation,NYSE,common_stock,False,1994-04-15,Real Estate,REIT - Retail,US,120102858.99973255,0.479,8983693853.199999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,74.78,2026-06-11,8981291796.0,89135655.296875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNN,"NNN REIT, Inc.",NYSE,common_stock,False,1984-10-09,Real Estate,REIT - Retail,US,190248176.98980698,0.793,8772343441.47,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,46.11,2026-06-11,8772343441.0,80628806.4415625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,"Primerica, Inc.",NYSE,common_stock,False,2010-04-01,Financial Services,Insurance - Life,US,31184008.00114712,0.887,8620819011.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,278.96,2026-06-11,8699090872.0,54322230.901875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTRE,"CareTrust REIT, Inc.",NYSE,common_stock,False,2014-05-29,Real Estate,REIT - Healthcare Facilities,US,236240000.0,0.786,8681820000.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.75,2026-06-11,8681820000.0,139997910.980625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS,FactSet Research Systems Inc.,NYSE,common_stock,False,1996-06-28,Financial Services,Financial - Data & Stock Exchanges,US,36431126.99881677,0.707,8621061893.279999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,236.64,2026-06-11,8621061893.0,223221661.4128125,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,"First Industrial Realty Trust, Inc.",NYSE,common_stock,False,1994-06-24,Real Estate,REIT - Industrial,US,132570424.00063704,1.067,8365193754.400001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,62.79,2026-06-11,8324096923.0,57286181.0746875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOYA,"Voya Financial, Inc.",NYSE,common_stock,False,2013-05-02,Financial Services,Financial - Conglomerates,US,90666315.00550054,0.922,8021248888.05,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,90.9,2026-06-11,8241568034.0,92906747.6184375,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REXR,"Rexford Industrial Realty, Inc.",NYSE,common_stock,False,2013-07-19,Real Estate,REIT - Industrial,US,231364473.0048977,1.221,8095442910.27,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,34.71,2026-06-11,8030660858.0,82633786.0053125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHP,"Ryman Hospitality Properties, Inc.",NYSE,common_stock,False,1991-10-24,Real Estate,REIT - Hotel & Motel,US,63109271.99670646,1.229,7664621084.400001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,121.45,2026-06-11,7664621084.0,58500746.296875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JXN,Jackson Financial Inc.,NYSE,common_stock,False,2021-09-01,Financial Services,Insurance - Life,US,69743104.00184843,1.33,7546203852.8,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,108.2,2026-06-11,7546203853.0,65654004.2846875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXS,AXIS Capital Holdings Limited,NYSE,common_stock,False,2003-07-01,Financial Services,Insurance - Property & Casualty,US,73723235.99557966,0.524,7396283651.7,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,99.54,2026-06-11,7338410911.0,57699913.345,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNO,Vornado Realty Trust,NYSE,common_stock,False,1980-03-17,Real Estate,REIT - Office,US,188098000.0,1.565,7330179060.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.97,2026-06-11,7330179060.0,62450400.4265625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAG,"STAG Industrial, Inc.",NYSE,common_stock,False,2011-04-15,Real Estate,REIT - Industrial,US,191205000.0,0.982,7263877950.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.0,2026-06-11,7265790000.0,49483823.6,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,"Prosperity Bancshares, Inc.",NYSE,common_stock,False,1998-11-12,Financial Services,Banks - Regional,US,100854688.9991613,0.662,7171776934.79,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.54,2026-06-11,7215144451.0,67014053.5628125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNFP,"Pinnacle Financial Partners, Inc.",NYSE,common_stock,False,2000-08-22,Financial Services,Banks - Regional,US,76861991.99914658,1.043,7205043130.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,93.74,2026-06-11,7205043130.0,124128434.000625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,Healthcare Realty Trust Incorporated,NYSE,common_stock,False,1993-05-27,Real Estate,REIT - Healthcare Facilities,US,350751993.0243902,0.827,7190415856.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.5,2026-06-11,7190415857.0,78106721.2128125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNSL,"Kinsale Capital Group, Inc.",NYSE,common_stock,False,2016-07-28,Financial Services,Insurance - Property & Casualty,US,23062819.001480717,0.913,6993799861.75,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,310.66,2026-06-11,7164695351.0,88952229.1375,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,The Macerich Company,NYSE,common_stock,False,1994-03-10,Real Estate,REIT - Retail,US,283461000.0,2.086,6922117620.000001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,25.01,2026-06-11,7089359610.0,59697509.224375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRNO,Terreno Realty Corporation,NYSE,common_stock,False,2010-02-10,Real Estate,REIT - Industrial,US,106307000.0,1.063,7037523400.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,66.66,2026-06-11,7086424620.0,43294157.22625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNC,Lincoln National Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Life,US,191213000.0,1.17,6998395800.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.6,2026-06-11,6998395800.0,68487549.82875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
